density,sample,row,col
610454.3,0,0.0,0.0
592796.56,1,0.0,1.0
564041.8,2,0.0,2.0
550473.2,3,0.0,3.0
563837.9,4,0.0,4.0
559560.7,5,0.0,5.0
544893.1,6,0.0,6.0
538678.9,7,0.0,7.0
541459.25,8,0.0,8.0
507697.38,9,0.0,9.0
585891.25,10,0.0,10.0
539924.3,11,0.0,11.0
539204.9,12,0.0,12.0
545764.25,13,0.0,13.0
534043.5,14,0.0,14.0
536816.1,15,0.0,15.0
539868.9,16,0.0,16.0
571194.6,17,0.0,17.0
557494.8,18,0.0,18.0
565293.94,19,0.0,19.0
566390.5,20,0.0,20.0
556824.94,21,0.0,21.0
644102.6,22,0.0,22.0
633010.06,23,0.0,23.0
630491.0,24,1.0,0.0
592292.4,25,1.0,1.0
447476.06,26,1.0,2.0
562418.6,27,1.0,3.0
443629.94,28,1.0,4.0
530004.9,29,1.0,5.0
432240.03,30,1.0,6.0
588063.6,31,1.0,7.0
431391.72,32,1.0,8.0
563495.1,33,1.0,9.0
306337.56,34,1.0,10.0
488478.6,35,1.0,11.0
418223.5,36,1.0,12.0
575424.4,37,1.0,13.0
407633.12,38,1.0,14.0
616883.5,39,1.0,15.0
436724.66,40,1.0,16.0
558712.0,41,1.0,17.0
422939.84,42,1.0,18.0
591145.3,43,1.0,19.0
425453.88,44,1.0,20.0
659091.6,45,1.0,21.0
455100.12,46,1.0,22.0
755063.5,47,1.0,23.0
593763.1,48,2.0,0.0
487356.9,49,2.0,1.0
524983.5,50,2.0,2.0
457103.2,51,2.0,3.0
498644.84,52,2.0,4.0
438227.66,53,2.0,5.0
495242.7,54,2.0,6.0
457507.2,55,2.0,7.0
474499.84,56,2.0,8.0
464410.1,57,2.0,9.0
471220.88,58,2.0,10.0
469792.06,59,2.0,11.0
461713.7,60,2.0,12.0
488577.66,61,2.0,13.0
471864.97,62,2.0,14.0
455502.75,63,2.0,15.0
469503.88,64,2.0,16.0
498977.0,65,2.0,17.0
476572.88,66,2.0,18.0
553876.75,67,2.0,19.0
512757.4,68,2.0,20.0
476733.9,69,2.0,21.0
560844.1,70,2.0,22.0
643692.25,71,2.0,23.0
502113.84,72,3.0,0.0
561678.06,73,3.0,1.0
419976.2,74,3.0,2.0
525089.5,75,3.0,3.0
390581.1,76,3.0,4.0
516698.5,77,3.0,5.0
383781.38,78,3.0,6.0
516119.2,79,3.0,7.0
391292.3,80,3.0,8.0
505960.12,81,3.0,9.0
376560.5,82,3.0,10.0
524273.3,83,3.0,11.0
393908.25,84,3.0,12.0
530592.25,85,3.0,13.0
364625.53,86,3.0,14.0
534166.25,87,3.0,15.0
397387.44,88,3.0,16.0
517234.16,89,3.0,17.0
429400.44,90,3.0,18.0
508367.0,91,3.0,19.0
392874.53,92,3.0,20.0
588234.0,93,3.0,21.0
426030.44,94,3.0,22.0
706763.44,95,3.0,23.0
609697.9,96,4.0,0.0
452097.7,97,4.0,1.0
525231.3,98,4.0,2.0
416679.88,99,4.0,3.0
506951.8,100,4.0,4.0
418176.56,101,4.0,5.0
496236.34,102,4.0,6.0
393083.0,103,4.0,7.0
474538.06,104,4.0,8.0
440566.3,105,4.0,9.0
468683.22,106,4.0,10.0
425396.38,107,4.0,11.0
440545.22,108,4.0,12.0
447633.66,109,4.0,13.0
442672.2,110,4.0,14.0
445399.66,111,4.0,15.0
444142.6,112,4.0,16.0
449105.8,113,4.0,17.0
455877.12,114,4.0,18.0
450254.0,115,4.0,19.0
455435.9,116,4.0,20.0
489958.38,117,4.0,21.0
503846.88,118,4.0,22.0
607667.1,119,4.0,23.0
490278.06,120,5.0,0.0
507027.56,121,5.0,1.0
388900.97,122,5.0,2.0
507404.8,123,5.0,3.0
387475.56,124,5.0,4.0
529626.25,125,5.0,5.0
365623.06,126,5.0,6.0
482991.94,127,5.0,7.0
367350.3,128,5.0,8.0
500861.94,129,5.0,9.0
377793.25,130,5.0,10.0
506027.8,131,5.0,11.0
375502.7,132,5.0,12.0
514200.12,133,5.0,13.0
373173.34,134,5.0,14.0
450806.44,135,5.0,15.0
382215.5,136,5.0,16.0
541096.44,137,5.0,17.0
396928.78,138,5.0,18.0
