density,sample,row,col
-15074.594,0,0.0,0.0
-143.375,1,0.0,1.0
492071.7,2,0.0,2.0
440494.03,3,0.0,3.0
440021.3,4,0.0,4.0
425830.66,5,0.0,5.0
415186.16,6,0.0,6.0
420663.6,7,0.0,7.0
410736.38,8,0.0,8.0
417945.2,9,0.0,9.0
407418.47,10,0.0,10.0
404148.8,11,0.0,11.0
413056.56,12,0.0,12.0
395643.34,13,0.0,13.0
415303.03,14,0.0,14.0
415400.75,15,0.0,15.0
403693.28,16,0.0,16.0
392891.25,17,0.0,17.0
417339.06,18,0.0,18.0
408100.3,19,0.0,19.0
496703.44,20,0.0,20.0
417152.75,21,0.0,21.0
431917.62,22,0.0,22.0
435442.8,23,0.0,23.0
3887.875,24,1.0,0.0
-399.45312,25,1.0,1.0
449071.3,26,1.0,2.0
431159.12,27,1.0,3.0
387874.6,28,1.0,4.0
400337.03,29,1.0,5.0
392877.12,30,1.0,6.0
393398.3,31,1.0,7.0
398176.22,32,1.0,8.0
393345.66,33,1.0,9.0
397077.75,34,1.0,10.0
378386.6,35,1.0,11.0
401832.47,36,1.0,12.0
372095.44,37,1.0,13.0
400043.38,38,1.0,14.0
390987.5,39,1.0,15.0
420322.16,40,1.0,16.0
356386.1,41,1.0,17.0
362512.34,42,1.0,18.0
390588.4,43,1.0,19.0
390607.78,44,1.0,20.0
378707.06,45,1.0,21.0
376088.16,46,1.0,22.0
400961.7,47,1.0,23.0
510687.5,48,2.0,0.0
443453.3,49,2.0,1.0
410331.0,50,2.0,2.0
381487.4,51,2.0,3.0
387293.47,52,2.0,4.0
362182.0,53,2.0,5.0
370417.72,54,2.0,6.0
369275.88,55,2.0,7.0
366464.5,56,2.0,8.0
378752.03,57,2.0,9.0
371052.5,58,2.0,10.0
357818.5,59,2.0,11.0
370190.0,60,2.0,12.0
367203.38,61,2.0,13.0
385910.5,62,2.0,14.0
359080.28,63,2.0,15.0
391309.3,64,2.0,16.0
339278.9,65,2.0,17.0
391608.25,66,2.0,18.0
356908.1,67,2.0,19.0
434182.38,68,2.0,20.0
358926.66,69,2.0,21.0
474235.47,70,2.0,22.0
442361.88,71,2.0,23.0
482901.03,72,3.0,0.0
408523.62,73,3.0,1.0
389267.62,74,3.0,2.0
361026.56,75,3.0,3.0
388699.88,76,3.0,4.0
379320.72,77,3.0,5.0
361361.66,78,3.0,6.0
395298.78,79,3.0,7.0
374903.5,80,3.0,8.0
362613.66,81,3.0,9.0
369915.3,82,3.0,10.0
368363.06,83,3.0,11.0
375299.88,84,3.0,12.0
372444.56,85,3.0,13.0
374859.12,86,3.0,14.0
366257.06,87,3.0,15.0
398550.38,88,3.0,16.0
355543.8,89,3.0,17.0
384426.12,90,3.0,18.0
369971.16,91,3.0,19.0
378440.03,92,3.0,20.0
343939.03,93,3.0,21.0
458349.8,94,3.0,22.0
453984.5,95,3.0,23.0
461341.25,96,4.0,0.0
388836.0,97,4.0,1.0
396756.75,98,4.0,2.0
365649.0,99,4.0,3.0
387645.38,100,4.0,4.0
340234.12,101,4.0,5.0
392577.88,102,4.0,6.0
344434.72,103,4.0,7.0
358843.12,104,4.0,8.0
368531.0,105,4.0,9.0
354348.0,106,4.0,10.0
348752.12,107,4.0,11.0
335115.9,108,4.0,12.0
344040.5,109,4.0,13.0
363331.03,110,4.0,14.0
357246.5,111,4.0,15.0
387136.34,112,4.0,16.0
343657.25,113,4.0,17.0
402369.7,114,4.0,18.0
351204.72,115,4.0,19.0
376469.62,116,4.0,20.0
383228.88,117,4.0,21.0
370702.75,118,4.0,22.0
435370.75,119,4.0,23.0
423696.62,120,5.0,0.0
363493.12,121,5.0,1.0
403349.44,122,5.0,2.0
370940.2,123,5.0,3.0
371917.44,124,5.0,4.0
371121.56,125,5.0,5.0
369184.12,126,5.0,6.0
375071.28,127,5.0,7.0
361384.9,128,5.0,8.0
364920.7,129,5.0,9.0
372843.94,130,5.0,10.0
362040.62,131,5.0,11.0
364124.62,132,5.0,12.0
363899.28,133,5.0,13.0
379134.03,134,5.0,14.0
363308.25,135,5.0,15.0
402001.8,136,5.0,16.0
370400.5,137,5.0,17.0
383713.94,138,5.0,18.0
365665.12,139,5.0,19.0
417744.78,140,5.0,20.0
347551.06,141,5.0,21.0
420684.72,142,5.0,22.0
448839.66,143,5.0,23.0
472338.3,144,6.0,0.0
399821.22,145,6.0,1.0
392936.22,146,6.0,2.0
350862.88,147,6.0,3.0
383206.75,148,6.0,4.0
331172.0,149,6.0,5.0
379719.75,150,6.0,6.0
351088.88,151,6.0,7.0
363124.38,152,6.0,8.0
357846.72,153,6.0,9.0
359163.3,154,6.0,10.0
345930.7,155,6.0,11.0
352905.84,156,6.0,12.0
341432.56,157,6.0,13.0
356247.56,158,6.0,14.0
349702.88,159,6.0,15.0
373188.06,160,6.0,16.0
358904.97,161,6.0,17.0
362552.88,162,6.0,18.0
338769.78,163,6.0,19.0
390711.7,164,6.0,20.0
347202.4,165,6.0,21.0
429779.44,166,6.0,22.0
405471.3,167,6.0,23.0
402556.28,168,7.0,0.0
336431.0,169,7.0,1.0
361008.3,170,7.0,2.0
312077.72,171,7.0,3.0
366464.72,172,7.0,4.0
337954.8,173,7.0,5.0
299588.62,174,7.0,6.0
340361.7,175,7.0,7.0
358611.84,176,7.0,8.0
365488.34,177,7.0,9.0
362106.38,178,7.0,10.0
364641.75,179,7.0,11.0
366925.38,180,7.0,12.0
356655.0,181,7.0,13.0
392055.44,182,7.0,14.0
340025.72,183,7.0,15.0
334733.03,184,7.0,16.0
344312.34,185,7.0,17.0
358556.2,186,7.0,18.0
359088.53,187,7.0,19.0
363874.6,188,7.0,20.0
343634.0,189,7.0,21.0
406695.3,190,7.0,22.0
411773.94,191,7.0,23.0
415475.66,192,8.0,0.0
353728.97,193,8.0,1.0
383448.16,194,8.0,2.0
363884.66,195,8.0,3.0
360379.72,196,8.0,4.0
362064.53,197,8.0,5.0
355517.97,198,8.0,6.0
414221.3,199,8.0,7.0
336500.75,200,8.0,8.0
346091.94,201,8.0,9.0
362030.1,202,8.0,10.0
330285.12,203,8.0,11.0
375051.88,204,8.0,12.0
368097.94,205,8.0,13.0
356858.62,206,8.0,14.0
375709.94,207,8.0,15.0
333285.72,208,8.0,16.0
301620.12,209,8.0,17.0
377303.4,210,8.0,18.0
330074.6,211,8.0,19.0
373098.03,212,8.0,20.0
342486.2,213,8.0,21.0
381317.2,214,8.0,22.0
413354.62,215,8.0,23.0
439875.0,216,9.0,0.0
354456.94,217,9.0,1.0
391386.62,218,9.0,2.0
335894.56,219,9.0,3.0
370332.56,220,9.0,4.0
334634.06,221,9.0,5.0
361045.94,222,9.0,6.0
376736.47,223,9.0,7.0
394550.94,224,9.0,8.0
345451.75,225,9.0,9.0
381035.22,226,9.0,10.0
339593.44,227,9.0,11.0
381842.66,228,9.0,12.0
358917.06,229,9.0,13.0
372400.1,230,9.0,14.0
319884.8,231,9.0,15.0
422736.25,232,9.0,16.0
334010.94,233,9.0,17.0
380715.3,234,9.0,18.0
334069.0,235,9.0,19.0
343914.53,236,9.0,20.0
372213.2,237,9.0,21.0
391528.9,238,9.0,22.0
435750.56,239,9.0,23.0
442516.56,240,10.0,0.0
405323.5,241,10.0,1.0
367899.25,242,10.0,2.0
387892.3,243,10.0,3.0
376555.47,244,10.0,4.0
357572.78,245,10.0,5.0
363833.12,246,10.0,6.0
330608.88,247,10.0,7.0
371495.56,248,10.0,8.0
345273.5,249,10.0,9.0
370337.4,250,10.0,10.0
359474.03,251,10.0,11.0
371204.5,252,10.0,12.0
364344.38,253,10.0,13.0
368736.94,254,10.0,14.0
368838.75,255,10.0,15.0
329585.75,256,10.0,16.0
333160.1,257,10.0,17.0
376881.25,258,10.0,18.0
287199.78,259,10.0,19.0
375052.34,260,10.0,20.0
331953.0,261,10.0,21.0
419837.5,262,10.0,22.0
426126.2,263,10.0,23.0
492221.94,264,11.0,0.0
431506.4,265,11.0,1.0
393869.7,266,11.0,2.0
380436.5,267,11.0,3.0
365429.8,268,11.0,4.0
355365.16,269,11.0,5.0
360098.56,270,11.0,6.0
334576.75,271,11.0,7.0
369449.47,272,11.0,8.0
373642.25,273,11.0,9.0
376265.62,274,11.0,10.0
357737.56,275,11.0,11.0
378296.6,276,11.0,12.0
368033.25,277,11.0,13.0
380088.38,278,11.0,14.0
370864.0,279,11.0,15.0
370449.16,280,11.0,16.0
352988.06,281,11.0,17.0
375252.62,282,11.0,18.0
354861.12,283,11.0,19.0
359213.94,284,11.0,20.0
398075.6,285,11.0,21.0
357731.06,286,11.0,22.0
435974.44,287,11.0,23.0
-7755.172,288,12.0,0.0
-3201.1406,289,12.0,1.0
427557.6,290,12.0,2.0
377359.72,291,12.0,3.0
377747.2,292,12.0,4.0
389271.22,293,12.0,5.0
337482.75,294,12.0,6.0
350409.06,295,12.0,7.0
376137.47,296,12.0,8.0
365518.12,297,12.0,9.0
370049.4,298,12.0,10.0
364589.12,299,12.0,11.0
393721.4,300,12.0,12.0
357681.2,301,12.0,13.0
392596.62,302,12.0,14.0
354885.03,303,12.0,15.0
384675.84,304,12.0,16.0
361605.8,305,12.0,17.0
375499.16,306,12.0,18.0
356677.47,307,12.0,19.0
360369.25,308,12.0,20.0
340668.0,309,12.0,21.0
385276.72,310,12.0,22.0
372826.78,311,12.0,23.0
-3471.0938,312,13.0,0.0
-6159.9844,313,13.0,1.0
415026.75,314,13.0,2.0
356707.47,315,13.0,3.0
380693.8,316,13.0,4.0
357091.5,317,13.0,5.0
336937.56,318,13.0,6.0
363749.28,319,13.0,7.0
385277.78,320,13.0,8.0
365537.88,321,13.0,9.0
385409.7,322,13.0,10.0
374923.5,323,13.0,11.0
394348.28,324,13.0,12.0
368501.25,325,13.0,13.0
392863.2,326,13.0,14.0
382397.5,327,13.0,15.0
375123.88,328,13.0,16.0
348538.0,329,13.0,17.0
360958.25,330,13.0,18.0
347917.75,331,13.0,19.0
392227.1,332,13.0,20.0
353902.44,333,13.0,21.0
384583.66,334,13.0,22.0
418343.0,335,13.0,23.0
519472.06,336,14.0,0.0
448456.06,337,14.0,1.0
419874.6,338,14.0,2.0
401664.97,339,14.0,3.0
374858.34,340,14.0,4.0
370038.88,341,14.0,5.0
377789.06,342,14.0,6.0
372817.9,343,14.0,7.0
413114.5,344,14.0,8.0
407493.16,345,14.0,9.0
414728.47,346,14.0,10.0
387151.38,347,14.0,11.0
408494.84,348,14.0,12.0
398983.75,349,14.0,13.0
411225.28,350,14.0,14.0
399839.16,351,14.0,15.0
432200.75,352,14.0,16.0
409565.2,353,14.0,17.0
413024.4,354,14.0,18.0
398634.4,355,14.0,19.0
431195.25,356,14.0,20.0
419095.1,357,14.0,21.0
425825.2,358,14.0,22.0
431323.56,359,14.0,23.0
510534.38,360,15.0,0.0
429694.75,361,15.0,1.0
454953.6,362,15.0,2.0
443362.62,363,15.0,3.0
427784.53,364,15.0,4.0
436073.7,365,15.0,5.0
426407.22,366,15.0,6.0
420810.25,367,15.0,7.0
464502.47,368,15.0,8.0
448161.5,369,15.0,9.0
449780.97,370,15.0,10.0
440263.7,371,15.0,11.0
445055.16,372,15.0,12.0
442968.94,373,15.0,13.0
461367.7,374,15.0,14.0
460935.66,375,15.0,15.0
459300.9,376,15.0,16.0
434010.0,377,15.0,17.0
464816.25,378,15.0,18.0
428607.7,379,15.0,19.0
439941.94,380,15.0,20.0
431653.7,381,15.0,21.0
475563.0,382,15.0,22.0
492983.56,383,15.0,23.0
