density,sample,row,col
650690.44,0,0.0,0.0
612639.6,1,0.0,1.0
609240.25,2,0.0,2.0
586110.75,3,0.0,3.0
575807.44,4,0.0,4.0
583394.9,5,0.0,5.0
589595.94,6,0.0,6.0
573762.25,7,0.0,7.0
597562.3,8,0.0,8.0
566076.4,9,0.0,9.0
618236.9,10,0.0,10.0
590516.1,11,0.0,11.0
656757.5,12,0.0,12.0
709764.1,13,0.0,13.0
1629.1875,14,0.0,14.0
-2698.875,15,0.0,15.0
709120.6,16,0.0,16.0
632751.7,17,0.0,17.0
636639.1,18,0.0,18.0
595074.6,19,0.0,19.0
603822.25,20,0.0,20.0
568909.1,21,0.0,21.0
646685.75,22,0.0,22.0
671281.75,23,0.0,23.0
680842.44,24,1.0,0.0
543477.0,25,1.0,1.0
581988.6,26,1.0,2.0
533065.25,27,1.0,3.0
584957.4,28,1.0,4.0
499837.03,29,1.0,5.0
564044.75,30,1.0,6.0
521858.8,31,1.0,7.0
560258.5,32,1.0,8.0
510654.56,33,1.0,9.0
574246.5,34,1.0,10.0
506459.03,35,1.0,11.0
574708.2,36,1.0,12.0
589067.5,37,1.0,13.0
11504.469,38,1.0,14.0
-5883.6562,39,1.0,15.0
626583.7,40,1.0,16.0
539364.3,41,1.0,17.0
564224.06,42,1.0,18.0
505714.06,43,1.0,19.0
554695.5,44,1.0,20.0
512224.1,45,1.0,21.0
598462.5,46,1.0,22.0
614213.0,47,1.0,23.0
551256.2,48,2.0,0.0
481513.5,49,2.0,1.0
445990.62,50,2.0,2.0
445014.75,51,2.0,3.0
453715.06,52,2.0,4.0
420311.16,53,2.0,5.0
443392.88,54,2.0,6.0
425065.94,55,2.0,7.0
454032.84,56,2.0,8.0
419933.25,57,2.0,9.0
458083.47,58,2.0,10.0
419430.97,59,2.0,11.0
489288.0,60,2.0,12.0
470812.25,61,2.0,13.0
540178.0,62,2.0,14.0
513458.84,63,2.0,15.0
519073.25,64,2.0,16.0
429128.94,65,2.0,17.0
496168.9,66,2.0,18.0
419081.25,67,2.0,19.0
500618.6,68,2.0,20.0
412955.4,69,2.0,21.0
505907.78,70,2.0,22.0
503736.38,71,2.0,23.0
586208.94,72,3.0,0.0
479631.6,73,3.0,1.0
489323.94,74,3.0,2.0
429909.9,75,3.0,3.0
495241.03,76,3.0,4.0
397780.44,77,3.0,5.0
462757.0,78,3.0,6.0
405130.5,79,3.0,7.0
465893.6,80,3.0,8.0
416793.66,81,3.0,9.0
453860.75,82,3.0,10.0
381969.16,83,3.0,11.0
470186.75,84,3.0,12.0
415913.6,85,3.0,13.0
498824.94,86,3.0,14.0
440443.16,87,3.0,15.0
486801.75,88,3.0,16.0
402894.25,89,3.0,17.0
484329.12,90,3.0,18.0
389859.9,91,3.0,19.0
476109.06,92,3.0,20.0
374595.38,93,3.0,21.0
466687.75,94,3.0,22.0
480369.88,95,3.0,23.0
505459.66,96,4.0,0.0
453386.56,97,4.0,1.0
439813.1,98,4.0,2.0
395342.97,99,4.0,3.0
460965.22,100,4.0,4.0
438306.97,101,4.0,5.0
443533.0,102,4.0,6.0
386391.3,103,4.0,7.0
441644.44,104,4.0,8.0
388898.7,105,4.0,9.0
461451.84,106,4.0,10.0
392107.62,107,4.0,11.0
467963.97,108,4.0,12.0
442918.62,109,4.0,13.0
483478.62,110,4.0,14.0
455969.6,111,4.0,15.0
503841.38,112,4.0,16.0
455630.94,113,4.0,17.0
470583.28,114,4.0,18.0
383391.97,115,4.0,19.0
461007.75,116,4.0,20.0
402595.4,117,4.0,21.0
559434.5,118,4.0,22.0
484696.38,119,4.0,23.0
553054.44,120,5.0,0.0
449267.97,121,5.0,1.0
488618.88,122,5.0,2.0
370227.88,123,5.0,3.0
481388.0,124,5.0,4.0
371391.94,125,5.0,5.0
468981.75,126,5.0,6.0
354317.25,127,5.0,7.0
455519.8,128,5.0,8.0
371899.2,129,5.0,9.0
450666.7,130,5.0,10.0
386975.4,131,5.0,11.0
466308.1,132,5.0,12.0
414854.6,133,5.0,13.0
479471.88,134,5.0,14.0
426446.44,135,5.0,15.0
490263.88,136,5.0,16.0
425948.0,137,5.0,17.0
483534.75,138,5.0,18.0
394920.62,139,5.0,19.0
439862.1,140,5.0,20.0
398165.16,141,5.0,21.0
449933.4,142,5.0,22.0
464703.72,143,5.0,23.0
517524.9,144,6.0,0.0
464699.78,145,6.0,1.0
477263.38,146,6.0,2.0
383886.62,147,6.0,3.0
477012.62,148,6.0,4.0
394574.5,149,6.0,5.0
451068.44,150,6.0,6.0
399849.12,151,6.0,7.0
480605.1,152,6.0,8.0
416349.7,153,6.0,9.0
469832.84,154,6.0,10.0
426363.2,155,6.0,11.0
455934.03,156,6.0,12.0
379647.88,157,6.0,13.0
421951.47,158,6.0,14.0
381208.88,159,6.0,15.0
443943.2,160,6.0,16.0
411514.12,161,6.0,17.0
470337.56,162,6.0,18.0
431673.28,163,6.0,19.0
514144.2,164,6.0,20.0
380406.38,165,6.0,21.0
565381.5,166,6.0,22.0
494950.4,167,6.0,23.0
535892.7,168,7.0,0.0
449939.7,169,7.0,1.0
497918.72,170,7.0,2.0
381686.94,171,7.0,3.0
494673.28,172,7.0,4.0
391717.84,173,7.0,5.0
462268.1,174,7.0,6.0
384681.53,175,7.0,7.0
468245.7,176,7.0,8.0
406216.72,177,7.0,9.0
438082.25,178,7.0,10.0
390626.1,179,7.0,11.0
421834.2,180,7.0,12.0
376951.88,181,7.0,13.0
467005.75,182,7.0,14.0
374212.0,183,7.0,15.0
486322.03,184,7.0,16.0
393446.53,185,7.0,17.0
476675.75,186,7.0,18.0
439605.2,187,7.0,19.0
438491.2,188,7.0,20.0
420891.62,189,7.0,21.0
432074.4,190,7.0,22.0
529248.2,191,7.0,23.0
506857.8,192,8.0,0.0
404818.38,193,8.0,1.0
468595.22,194,8.0,2.0
395758.06,195,8.0,3.0
465172.25,196,8.0,4.0
367450.56,197,8.0,5.0
