density,sample,row,col
-10012.25,0,0.0,0.0
-11016.156,1,0.0,1.0
570022.75,2,0.0,2.0
584700.25,3,0.0,3.0
468005.78,4,0.0,4.0
553580.1,5,0.0,5.0
445834.7,6,0.0,6.0
550617.0,7,0.0,7.0
445391.06,8,0.0,8.0
574776.9,9,0.0,9.0
428524.94,10,0.0,10.0
575895.9,11,0.0,11.0
456794.28,12,0.0,12.0
628374.9,13,0.0,13.0
440242.78,14,0.0,14.0
588584.0,15,0.0,15.0
453511.44,16,0.0,16.0
601332.0,17,0.0,17.0
490343.16,18,0.0,18.0
637698.56,19,0.0,19.0
555849.94,20,0.0,20.0
756931.2,21,0.0,21.0
-8117.8125,22,0.0,22.0
-7977.625,23,0.0,23.0
-1392.6406,24,1.0,0.0
4947.75,25,1.0,1.0
761044.44,26,1.0,2.0
737815.56,27,1.0,3.0
672934.5,28,1.0,4.0
731932.5,29,1.0,5.0
680867.94,30,1.0,6.0
749024.9,31,1.0,7.0
687712.9,32,1.0,8.0
738844.25,33,1.0,9.0
688912.75,34,1.0,10.0
739103.4,35,1.0,11.0
780436.7,36,1.0,12.0
814227.9,37,1.0,13.0
694178.4,38,1.0,14.0
732261.8,39,1.0,15.0
676612.5,40,1.0,16.0
711537.5,41,1.0,17.0
729345.9,42,1.0,18.0
740878.6,43,1.0,19.0
758900.75,44,1.0,20.0
898113.9,45,1.0,21.0
-3376.6875,46,1.0,22.0
22121.125,47,1.0,23.0
580724.06,48,2.0,0.0
654311.2,49,2.0,1.0
398371.94,50,2.0,2.0
511602.62,51,2.0,3.0
364186.1,52,2.0,4.0
477213.66,53,2.0,5.0
344510.12,54,2.0,6.0
454474.56,55,2.0,7.0
352001.25,56,2.0,8.0
485743.25,57,2.0,9.0
354952.94,58,2.0,10.0
478139.25,59,2.0,11.0
350807.62,60,2.0,12.0
476151.25,61,2.0,13.0
373312.84,62,2.0,14.0
503872.12,63,2.0,15.0
342656.97,64,2.0,16.0
486198.44,65,2.0,17.0
379639.97,66,2.0,18.0
548576.0,67,2.0,19.0
486944.3,68,2.0,20.0
777900.75,69,2.0,21.0
635.9375,70,2.0,22.0
4076.875,71,2.0,23.0
824749.8,72,3.0,0.0
810754.44,73,3.0,1.0
653474.56,74,3.0,2.0
687085.9,75,3.0,3.0
614985.0,76,3.0,4.0
685210.9,77,3.0,5.0
568120.0,78,3.0,6.0
638441.4,79,3.0,7.0
588316.56,80,3.0,8.0
652384.3,81,3.0,9.0
589432.8,82,3.0,10.0
641195.06,83,3.0,11.0
596172.56,84,3.0,12.0
653142.7,85,3.0,13.0
609820.06,86,3.0,14.0
650883.7,87,3.0,15.0
622219.9,88,3.0,16.0
689328.8,89,3.0,17.0
667091.9,90,3.0,18.0
743767.9,91,3.0,19.0
843359.9,92,3.0,20.0
1068692.0,93,3.0,21.0
4571.5938,94,3.0,22.0
-212.1875,95,3.0,23.0
481046.44,96,4.0,0.0
622307.0,97,4.0,1.0
347160.7,98,4.0,2.0
505491.3,99,4.0,3.0
323758.72,100,4.0,4.0
467683.47,101,4.0,5.0
339765.3,102,4.0,6.0
468294.94,103,4.0,7.0
329849.5,104,4.0,8.0
435935.0,105,4.0,9.0
334441.0,106,4.0,10.0
450695.94,107,4.0,11.0
336251.75,108,4.0,12.0
451777.25,109,4.0,13.0
334343.12,110,4.0,14.0
455367.06,111,4.0,15.0
331196.12,112,4.0,16.0
494219.3,113,4.0,17.0
391454.62,114,4.0,18.0
657950.75,115,4.0,19.0
-1231.3438,116,4.0,20.0
-12020.281,117,4.0,21.0
-2106.125,118,4.0,22.0
3546.6875,119,4.0,23.0
859014.56,120,5.0,0.0
779309.5,121,5.0,1.0
634735.44,122,5.0,2.0
679632.6,123,5.0,3.0
574082.94,124,5.0,4.0
643479.75,125,5.0,5.0
578392.3,126,5.0,6.0
633349.9,127,5.0,7.0
554277.0,128,5.0,8.0
604024.75,129,5.0,9.0
560350.2,130,5.0,10.0
613039.25,131,5.0,11.0
547203.06,132,5.0,12.0
608170.1,133,5.0,13.0
570375.94,134,5.0,14.0
608769.75,135,5.0,15.0
631084.9,136,5.0,16.0
680358.7,137,5.0,17.0
714915.5,138,5.0,18.0
904682.9,139,5.0,19.0
-2344.625,140,5.0,20.0
-6364.2812,141,5.0,21.0
753.75,142,5.0,22.0
6880.875,143,5.0,23.0
472705.44,144,6.0,0.0
596534.44,145,6.0,1.0
345373.84,146,6.0,2.0
510355.5,147,6.0,3.0
357962.44,148,6.0,4.0
486619.53,149,6.0,5.0
313455.94,150,6.0,6.0
448427.72,151,6.0,7.0
336232.62,152,6.0,8.0
445749.72,153,6.0,9.0
331488.06,154,6.0,10.0
430067.12,155,6.0,11.0
318563.06,156,6.0,12.0
439509.7,157,6.0,13.0
331938.75,158,6.0,14.0
452317.94,159,6.0,15.0
326281.38,160,6.0,16.0
465784.12,161,6.0,17.0
375656.97,162,6.0,18.0
683515.0,163,6.0,19.0
3651.75,164,6.0,20.0
-13842.625,165,6.0,21.0
3831.4375,166,6.0,22.0
1486.25,167,6.0,23.0
846742.5,168,7.0,0.0
763508.44,169,7.0,1.0
639024.94,170,7.0,2.0
674839.9,171,7.0,3.0
609031.9,172,7.0,4.0
654906.4,173,7.0,5.0
553645.2,174,7.0,6.0
614941.7,175,7.0,7.0
546209.25,176,7.0,8.0
602612.75,177,7.0,9.0
559553.06,178,7.0,10.0
634741.75,179,7.0,11.0
535222.7,180,7.0,12.0
607976.75,181,7.0,13.0
557862.0,182,7.0,14.0
635278.94,183,7.0,15.0
564181.5,184,7.0,16.0
673896.2,185,7.0,17.0
711191.25,186,7.0,18.0
926973.0,187,7.0,19.0
7923.6875,188,7.0,20.0
279.28125,189,7.0,21.0
3855.7812,190,7.0,22.0
-2018.1875,191,7.0,23.0
476680.8,192,8.0,0.0
611179.2,193,8.0,1.0
338397.38,194,8.0,2.0
518214.16,195,8.0,3.0
348233.03,196,8.0,4.0
485266.12,197,8.0,5.0
323156.12,198,8.0,6.0
459447.44,199,8.0,7.0
321826.38,200,8.0,8.0
438569.8,201,8.0,9.0
325354.75,202,8.0,10.0
438703.4,203,8.0,11.0
